resource_id,event_timestamp,dataset_split,heater_type_heat_pump,rated_power_kw,tank_capacity_l,minimum_comfort_temp_c,maximum_temp_c,temperature_band_c,recovery_rate_c_per_hour,baseline_duty_cycle,event_hour,event_weekday,flex_direction_reduce,pre_dispatch_temp_c,pre_dispatch_power_kw,directional_temperature_margin_c,directional_temperature_margin_fraction,potential_kw,prior_event_count,prior_response_ratio_mean,prior_response_ratio_ema,prior_response_ratio_std,prior_delivered_kw_mean,prior_availability_rate,prior_override_rate,target_delivered_kw,target_response_ratio,target_is_available,target_has_override,target_outcome,target_hot_water_draw_l
wh-0086,2025-08-07T08:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,8.5,3,0,55.046,0.259979,2.806,0.311812,3.77874,8,0.538961,0.393658,0.402366,1.700461,0.625,0.0,1.067986,0.28263,1,1,override,20.566
wh-0086,2025-08-15T06:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,6.5,4,1,52.815,2.514198,3.962,0.440271,2.514198,9,0.51048,0.354798,0.387813,1.630186,0.666667,0.111111,0.00636,0.00253,0,0,unavailable,8.316
wh-0086,2025-08-18T06:00:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,6.0,0,1,51.907,3.31413,3.054,0.339371,3.31413,10,0.459685,0.231504,0.398222,1.467804,0.6,0.1,0.404132,0.121942,1,1,override,21.846
wh-0086,2025-08-24T19:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,19.75,6,1,53.856,3.256849,5.003,0.555951,3.256849,11,0.428981,0.193157,0.391907,1.371106,0.636364,0.181818,0.228648,0.070205,0,0,unavailable,6.488
wh-0086,2025-09-01T06:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,6.5,0,1,53.322,3.508359,4.469,0.496611,3.508359,12,0.399083,0.150124,0.388104,1.275901,0.583333,0.166667,0.569475,0.16232,1,1,override,10.03
wh-0086,2025-09-06T19:00:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,19.0,5,1,52.429,3.248371,3.576,0.397377,3.248371,13,0.380871,0.154393,0.378178,1.221561,0.615385,0.230769,0.128983,0.039707,0,1,unavailable,6.652
wh-0086,2025-09-14T19:00:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,19.0,6,0,53.657,0.413405,4.195,0.466163,3.625314,14,0.356502,0.114253,0.374864,1.14352,0.571429,0.285714,2.961745,0.816962,1,0,delivered,8.825
wh-0086,2025-09-18T18:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,18.75,3,0,53.47,0.361969,4.382,0.486943,3.67675,15,0.387199,0.360201,0.379931,1.264735,0.6,0.266667,2.682582,0.729607,1,0,partial,27.498
wh-0086,2025-09-24T07:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,7.75,2,1,51.864,2.632797,3.011,0.334593,2.632797,16,0.4086,0.489493,0.377088,1.35335,0.625,0.25,0.198072,0.075233,0,0,unavailable,26.117
wh-0086,2025-09-30T19:00:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,19.0,1,1,49.969,2.951957,1.116,0.124014,2.951957,17,0.38899,0.344502,0.374144,1.285393,0.588235,0.235294,0.7434,0.251833,1,1,override,22.899
wh-0086,2025-10-08T20:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,20.5,2,1,48.932,3.026417,0.079,0.008779,3.026417,18,0.38137,0.312068,0.364957,1.255282,0.611111,0.277778,0.141986,0.046916,0,0,unavailable,32.936
wh-0086,2025-10-14T18:15:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,18.25,1,1,51.033,2.943622,2.18,0.242249,2.943622,19,0.363767,0.219265,0.362989,1.196687,0.578947,0.263158,0.033661,0.011435,1,1,override,11.696
wh-0086,2025-10-17T20:00:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,20.0,4,1,57.577,3.621113,8.724,0.969441,3.621113,20,0.346151,0.146524,0.362035,1.138536,0.6,0.3,0.157049,0.04337,0,0,unavailable,27.972
wh-0086,2025-10-25T08:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,8.5,5,1,53.71,2.901243,4.857,0.539727,2.901243,21,0.331732,0.11042,0.359146,1.091799,0.571429,0.285714,0.094054,0.032419,0,1,unavailable,17.888
wh-0086,2025-10-30T07:15:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,7.25,3,1,52.725,2.242386,3.872,0.43027,2.242386,22,0.318127,0.08312,0.356385,1.046447,0.545455,0.318182,1.693911,0.755406,1,0,partial,19.421
wh-0086,2025-11-06T19:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,19.5,3,1,53.703,3.580191,4.85,0.538949,3.580191,23,0.337139,0.31842,0.359778,1.074597,0.565217,0.304348,0.213812,0.059721,0,0,unavailable,1.375
wh-0086,2025-11-14T18:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,18.75,4,1,57.377,2.838777,8.524,0.947216,2.838777,24,0.32558,0.227875,0.356539,1.038731,0.541667,0.291667,0.121217,0.0427,0,0,unavailable,14.146
wh-0086,2025-11-18T19:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,19.75,1,1,53.583,3.951648,4.73,0.525614,3.951648,25,0.314265,0.163064,0.353706,1.002031,0.52,0.28,1.163939,0.294545,1,1,override,29.694
wh-0086,2025-11-26T08:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,8.5,2,1,57.21,2.300162,8.357,0.928659,2.300162,26,0.313507,0.209082,0.346858,1.008258,0.538462,0.307692,2.300162,1.0,1,0,delivered,1.56
wh-0086,2025-12-02T07:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,7.75,1,1,49.906,3.225113,1.053,0.117013,3.225113,27,0.338932,0.485904,0.364229,1.056106,0.555556,0.296296,2.71445,0.84166,1,0,delivered,5.767
wh-0086,2025-12-06T06:45:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,6.75,5,0,48.385,0.762219,9.467,1.0,3.2765,28,0.356887,0.610418,0.369633,1.115333,0.571429,0.285714,3.271689,0.998532,1,0,delivered,11.37
wh-0086,2025-12-10T07:30:00+05:30,train,1,4.038719,212.551,48.853,57.852,8.999,4.985,0.274481,7.5,2,1,57.068,3.038337,8.215,0.912879,3.038337,29,0.379013,0.746258,0.381608,1.18969,0.586207,0.275862,3.038337,1.0,1,0,delivered,18.189
wh-0087,2025-06-21T21:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,21.0,5,1,48.227,4.1038,0.188,0.017229,4.1038,0,,,,,,,0.514377,0.125342,1,1,override,31.03
wh-0087,2025-06-28T08:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,8.0,5,1,51.699,3.407868,3.66,0.335411,3.407868,1,0.125342,0.125342,,0.514377,1.0,1.0,0.189608,0.055638,0,1,unavailable,17.231
wh-0087,2025-07-02T06:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,6.5,2,1,49.914,3.601724,1.875,0.171829,3.601724,2,0.09049,0.100946,0.034852,0.351992,0.5,1.0,0.000672,0.000187,0,1,unavailable,11.993
wh-0087,2025-07-09T20:15:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,20.25,2,1,57.587,2.767607,9.548,0.875,2.767607,3,0.060389,0.06568,0.051205,0.234886,0.333333,1.0,2.390682,0.863808,1,0,delivered,10.949
wh-0087,2025-07-16T21:45:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,21.75,2,1,58.762,4.688988,10.723,0.98268,4.688988,4,0.261244,0.345025,0.350705,0.773835,0.5,0.75,0.897116,0.191324,1,1,override,10.55
wh-0087,2025-07-21T07:15:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,7.25,0,1,54.844,2.945272,6.805,0.623625,2.945272,5,0.24726,0.29123,0.314925,0.798491,0.6,0.8,0.119345,0.040521,0,0,unavailable,33.054
wh-0087,2025-07-27T19:45:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,19.75,6,1,54.958,3.806835,6.919,0.634073,3.806835,6,0.212803,0.203482,0.297631,0.6853,0.5,0.666667,0.047322,0.012431,0,0,unavailable,14.997
wh-0087,2025-08-01T12:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,12.0,4,1,51.345,3.180477,3.306,0.302969,3.180477,7,0.184179,0.136614,0.284334,0.59416,0.428571,0.571429,0.236962,0.074505,0,1,unavailable,3.899
wh-0087,2025-08-06T19:15:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,19.25,2,1,53.7,3.87356,5.661,0.518787,3.87356,8,0.170469,0.114876,0.268432,0.549511,0.375,0.625,0.191616,0.049468,0,0,unavailable,8.354
wh-0087,2025-08-16T18:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,18.5,5,0,54.468,0.161621,4.483,0.410832,4.760526,9,0.157025,0.091983,0.255921,0.509744,0.333333,0.555556,0.049729,0.010446,0,1,unavailable,8.275
wh-0087,2025-08-19T07:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,7.0,1,1,57.617,4.092949,9.578,0.877749,4.092949,10,0.142367,0.063445,0.246738,0.463743,0.3,0.6,3.611611,0.882398,1,0,delivered,35.902
wh-0087,2025-08-26T21:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,21.5,1,1,49.454,4.000878,1.415,0.129674,4.000878,11,0.209643,0.350079,0.317183,0.749913,0.363636,0.545455,1.044318,0.261022,1,1,override,5.062
wh-0087,2025-08-31T18:15:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,18.25,6,0,53.238,0.001991,5.713,0.523552,4.920156,12,0.213924,0.318909,0.304011,0.774446,0.416667,0.583333,4.027584,0.818589,1,0,delivered,34.858
wh-0087,2025-09-05T20:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,20.5,4,0,49.241,0.654409,9.71,0.889846,4.267738,13,0.260437,0.493797,0.333579,1.024688,0.461538,0.538462,0.116546,0.027309,0,1,unavailable,18.616
wh-0087,2025-09-12T21:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,21.5,4,0,55.334,0.932359,3.617,0.33147,3.989788,14,0.243785,0.330526,0.327003,0.959821,0.428571,0.571429,0.294439,0.073798,0,1,unavailable,15.935
wh-0087,2025-09-19T08:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,8.5,4,0,54.674,0.566318,4.277,0.391954,4.355829,15,0.232452,0.240671,0.318748,0.915462,0.4,0.6,1.242578,0.285268,1,1,override,35.288
wh-0087,2025-09-27T18:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,18.0,5,1,48.972,3.561707,0.933,0.085502,3.561707,16,0.235753,0.25628,0.308891,0.935907,0.4375,0.625,0.514946,0.144578,1,1,override,18.419
wh-0087,2025-10-01T19:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,19.0,2,1,53.27,3.800145,5.231,0.47938,3.800145,17,0.23039,0.217184,0.300435,0.911144,0.470588,0.647059,0.198467,0.052226,0,1,unavailable,15.834
wh-0087,2025-10-07T06:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,6.0,1,1,57.762,4.541694,9.723,0.891037,4.541694,18,0.220492,0.159449,0.294809,0.871551,0.444444,0.666667,4.04754,0.891196,1,0,delivered,17.754
wh-0087,2025-10-11T20:15:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,20.25,5,1,51.021,4.914085,2.982,0.273277,4.914085,19,0.255792,0.41556,0.323679,1.038708,0.473684,0.631579,0.442669,0.090082,1,1,override,0.0
wh-0087,2025-10-19T20:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,20.0,6,1,55.644,4.641218,7.605,0.696939,4.641218,20,0.247507,0.301643,0.317544,1.008906,0.5,0.65,1.360442,0.293122,1,1,override,52.026
wh-0087,2025-10-27T08:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,8.5,0,1,54.185,3.960665,6.146,0.563233,3.960665,21,0.249679,0.298661,0.310043,1.025646,0.52381,0.666667,3.52764,0.890669,1,0,delivered,21.362
wh-0087,2025-10-31T21:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,21.5,4,1,58.246,4.186691,10.207,0.935392,4.186691,22,0.278815,0.505864,0.331035,1.139373,0.545455,0.636364,4.186691,1.0,1,0,delivered,19.111
wh-0087,2025-11-05T07:45:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,7.75,2,0,49.154,0.689771,9.797,0.897819,4.232376,23,0.310171,0.678811,0.355598,1.271865,0.565217,0.608696,4.232376,1.0,1,0,delivered,1.601
wh-0087,2025-11-12T20:15:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,20.25,2,1,51.928,4.766298,3.889,0.356397,4.766298,24,0.338914,0.791227,0.37441,1.39522,0.583333,0.583333,0.309043,0.064839,0,0,unavailable,20.304
wh-0087,2025-11-20T07:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,7.5,3,1,54.554,4.523389,6.515,0.597049,4.523389,25,0.327951,0.536991,0.370756,1.351773,0.56,0.56,3.129531,0.691856,1,0,partial,40.116
wh-0087,2025-11-25T18:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,18.5,1,1,53.001,4.182803,4.962,0.454729,4.182803,26,0.341947,0.591194,0.37023,1.420148,0.576923,0.538462,3.473563,0.830439,1,0,delivered,14.749
wh-0087,2025-11-30T19:00:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,19.0,6,1,47.202,3.843662,0.0,0.0,3.843662,27,0.360039,0.67493,0.374839,1.4962,0.592593,0.518519,2.877179,0.748552,1,0,partial,21.782
wh-0087,2025-12-04T06:45:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,6.75,3,1,54.376,3.486404,6.337,0.580737,3.486404,28,0.373915,0.700698,0.375079,1.545521,0.607143,0.5,2.426558,0.696006,1,0,partial,16.935
wh-0087,2025-12-14T06:30:00+05:30,train,1,4.922147,289.205,48.039,58.951,10.912,5.902,0.285519,6.5,6,0,49.693,0.273294,9.258,0.848424,4.648853,29,0.385021,0.699056,0.373212,1.575902,0.62069,0.482759,4.526818,0.97375,1,0,delivered,26.66
wh-0088,2025-06-21T21:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,21.75,5,1,53.897,2.546594,4.471,0.468266,2.546594,0,,,,,,,2.009734,0.789185,1,0,partial,28.261
wh-0088,2025-06-26T19:15:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,19.25,3,1,53.425,3.147893,3.999,0.418831,3.147893,1,0.789185,0.789185,,2.009734,1.0,0.0,2.65349,0.842942,1,0,delivered,21.158
wh-0088,2025-07-05T17:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,17.75,5,1,51.75,3.268372,2.324,0.243402,3.268372,2,0.816064,0.808,0.026878,2.331612,1.0,0.0,0.179661,0.05497,0,0,unavailable,14.605
wh-0088,2025-07-09T20:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,20.0,2,1,49.918,2.669663,0.492,0.051529,2.669663,3,0.562366,0.544439,0.359453,1.614295,0.666667,0.0,0.148517,0.055631,0,1,unavailable,10.667
wh-0088,2025-07-15T12:30:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,12.5,1,1,53.886,2.581672,4.46,0.467114,2.581672,4,0.435682,0.373357,0.380856,1.24785,0.5,0.25,1.575663,0.610327,1,0,partial,6.624
wh-0088,2025-07-23T06:15:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,6.25,2,1,55.628,4.18758,6.202,0.64956,4.18758,5,0.470611,0.456296,0.347737,1.313413,0.6,0.2,0.167975,0.040113,1,1,override,44.972
wh-0088,2025-07-29T18:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,18.75,1,1,53.04,3.427641,3.614,0.378509,3.427641,6,0.398861,0.310632,0.355679,1.122507,0.666667,0.333333,3.398799,0.991585,1,0,delivered,15.18
wh-0088,2025-08-02T21:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,21.0,5,1,55.902,2.764676,6.476,0.678257,2.764676,7,0.483536,0.548966,0.389171,1.447691,0.714286,0.285714,2.522376,0.912359,1,0,delivered,23.279
wh-0088,2025-08-09T19:30:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,19.5,5,1,52.421,2.989437,2.995,0.313678,2.989437,8,0.537139,0.676153,0.390686,1.582027,0.75,0.25,0.290446,0.097157,1,1,override,8.283
wh-0088,2025-08-14T18:30:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,18.5,3,1,54.757,3.452812,5.331,0.558337,3.452812,9,0.488252,0.473505,0.39344,1.438518,0.777778,0.333333,3.093945,0.896065,1,0,delivered,8.03
wh-0088,2025-08-21T19:15:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,19.25,3,0,55.792,0.758741,3.182,0.333264,3.595586,10,0.529033,0.621401,0.39279,1.604061,0.8,0.3,2.930958,0.815155,1,0,delivered,30.575
wh-0088,2025-08-28T07:30:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,7.5,3,1,56.7,2.931955,7.274,0.761835,2.931955,11,0.555044,0.689215,0.383437,1.724688,0.818182,0.272727,2.647306,0.902915,1,0,delivered,12.723
wh-0088,2025-09-03T06:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,6.0,2,1,49.191,3.249715,0.0,0.0,3.249715,12,0.584034,0.76401,0.379494,1.801573,0.833333,0.25,0.068452,0.021064,0,1,unavailable,11.485
wh-0088,2025-09-06T07:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,7.75,5,1,54.778,2.94352,5.352,0.560536,2.94352,13,0.540728,0.503979,0.394261,1.668256,0.769231,0.307692,0.069733,0.02369,1,1,override,21.515
wh-0088,2025-09-14T08:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,8.0,6,0,50.61,0.080359,8.364,0.875995,4.273968,14,0.503797,0.335878,0.402579,1.554075,0.785714,0.357143,4.273968,1.0,1,0,delivered,11.622
wh-0088,2025-09-17T07:30:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,7.5,2,1,54.493,3.911713,5.067,0.530687,3.911713,15,0.536877,0.568321,0.408149,1.735402,0.8,0.333333,0.848457,0.216902,1,1,override,50.918
wh-0088,2025-09-25T17:15:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,17.25,3,1,55.068,3.073317,5.642,0.590909,3.073317,16,0.516879,0.445324,0.402707,1.679968,0.8125,0.375,0.195794,0.063708,0,1,unavailable,13.009
wh-0088,2025-10-03T08:15:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,8.25,4,1,53.8,2.898166,4.374,0.458106,2.898166,17,0.490222,0.311758,0.404973,1.592663,0.764706,0.411765,0.031306,0.010802,0,0,unavailable,27.834
wh-0088,2025-10-07T21:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,21.0,1,1,54.064,3.918455,4.638,0.485756,3.918455,18,0.463587,0.206424,0.408597,1.505921,0.722222,0.388889,0.052658,0.013438,1,1,override,17.323
wh-0088,2025-10-13T18:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,18.75,0,1,56.822,3.119615,7.396,0.774612,3.119615,19,0.439895,0.138879,0.410205,1.429434,0.736842,0.421053,2.884079,0.924499,1,0,delivered,8.11
wh-0088,2025-10-18T18:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,18.75,5,0,56.724,0.869125,2.25,0.235651,3.485202,20,0.464125,0.413846,0.413533,1.502166,0.75,0.4,0.001599,0.000459,1,1,override,33.21
wh-0088,2025-10-26T19:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,19.0,6,1,54.79,4.11294,5.364,0.561793,4.11294,21,0.442046,0.26916,0.415471,1.43071,0.761905,0.428571,3.286229,0.798998,1,0,partial,15.736
wh-0088,2025-11-02T17:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,17.75,6,1,53.596,3.539456,4.17,0.436741,3.539456,22,0.458271,0.454604,0.412672,1.515052,0.772727,0.409091,2.517978,0.711403,1,0,partial,22.054
wh-0088,2025-11-06T12:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,12.0,3,1,49.738,3.382,0.312,0.032677,3.382,23,0.469277,0.544483,0.406889,1.558658,0.782609,0.391304,0.442534,0.13085,1,1,override,5.208
wh-0088,2025-11-11T18:15:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,18.25,1,1,55.347,2.978226,5.921,0.62013,2.978226,24,0.455176,0.399712,0.404022,1.512152,0.791667,0.416667,2.801171,0.94055,1,0,delivered,14.039
wh-0088,2025-11-18T20:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,20.0,1,1,50.907,2.973671,1.481,0.155111,2.973671,25,0.474591,0.589005,0.407126,1.563713,0.8,0.4,0.526461,0.177041,1,1,override,36.099
wh-0088,2025-11-22T18:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,18.75,5,1,55.566,2.961272,6.14,0.643067,2.961272,26,0.463146,0.444818,0.403299,1.523819,0.807692,0.423077,0.423699,0.14308,1,1,override,19.349
wh-0088,2025-11-28T07:00:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,7.0,4,1,50.397,3.583331,0.971,0.101697,3.583331,27,0.451292,0.339209,0.40035,1.483074,0.814815,0.444444,0.212157,0.059207,0,1,unavailable,13.83
wh-0088,2025-12-04T19:45:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,19.75,3,0,50.259,0.159514,8.715,0.912757,4.194813,28,0.437289,0.241209,0.399812,1.437684,0.785714,0.464286,3.467814,0.826691,1,0,delivered,12.403
wh-0088,2025-12-13T08:30:00+05:30,train,0,4.354327,212.648,49.426,58.974,9.548,11.643,0.125975,8.5,5,1,51.165,3.556977,1.739,0.182132,3.556977,29,0.450717,0.446127,0.399232,1.507688,0.793103,0.448276,0.022645,0.006366,0,0,unavailable,28.16
wh-0089,2025-06-20T08:30:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,8.5,4,0,55.079,0.665643,3.388,0.365126,3.68314,0,,,,,,,0.967801,0.262765,1,1,override,26.575
wh-0089,2025-06-26T20:15:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,20.25,3,1,53.945,3.218496,4.757,0.512663,3.218496,1,0.262765,0.262765,,0.967801,1.0,1.0,0.087506,0.027188,0,0,unavailable,32.486
wh-0089,2025-07-04T17:15:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,17.25,4,1,55.146,4.226413,5.958,0.642095,4.226413,2,0.144977,0.180313,0.117789,0.527653,0.5,0.5,0.038648,0.009144,0,0,unavailable,26.648
wh-0089,2025-07-10T08:15:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,8.25,3,1,55.967,3.399707,6.779,0.730574,3.399707,3,0.099699,0.120404,0.11554,0.364652,0.333333,0.333333,3.128444,0.92021,1,0,delivered,4.231
wh-0089,2025-07-14T06:30:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,6.5,0,1,53.93,3.381143,4.742,0.511046,3.381143,4,0.304827,0.400336,0.369113,1.0556,0.5,0.25,2.410348,0.712879,1,0,partial,5.243
wh-0089,2025-07-19T18:15:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,18.25,5,0,55.448,0.1501,3.019,0.325358,4.198683,5,0.386437,0.509726,0.368289,1.326549,0.6,0.2,0.14334,0.034139,1,1,override,29.998
wh-0089,2025-07-26T19:00:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,19.0,5,0,54.998,0.553003,3.469,0.373855,3.79578,6,0.327721,0.343271,0.360927,1.129348,0.666667,0.333333,1.038123,0.273494,1,1,override,9.062
wh-0089,2025-08-04T08:30:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,8.5,0,0,57.204,0.303933,1.263,0.136114,4.04485,7,0.319974,0.318849,0.334692,1.116316,0.714286,0.428571,0.010631,0.002628,0,1,unavailable,9.021
wh-0089,2025-08-06T07:30:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,7.5,2,1,51.388,3.531477,2.2,0.237095,3.531477,8,0.280306,0.208172,0.330199,0.978105,0.625,0.5,0.380135,0.107642,1,1,override,7.484
wh-0089,2025-08-16T12:00:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,12.0,5,1,53.306,2.501344,4.118,0.443798,2.501344,9,0.261121,0.172986,0.316008,0.911664,0.666667,0.555556,0.072753,0.029086,0,0,unavailable,2.773
wh-0089,2025-08-19T20:00:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,20.0,1,1,52.536,3.25289,3.348,0.360815,3.25289,10,0.237918,0.122621,0.307767,0.827773,0.6,0.5,1.870109,0.574907,1,0,partial,38.519
wh-0089,2025-08-28T08:30:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,8.5,3,1,54.578,3.628829,5.39,0.580882,3.628829,11,0.268553,0.280921,0.309023,0.922531,0.636364,0.454545,0.0814,0.022431,0,0,unavailable,10.952
wh-0089,2025-08-31T19:00:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,19.0,6,0,49.298,1.018997,9.169,0.988145,3.329786,12,0.248043,0.19045,0.303586,0.852437,0.583333,0.416667,2.936323,0.881835,1,0,delivered,27.387
wh-0089,2025-09-09T08:30:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,8.5,1,1,53.947,3.204862,4.759,0.512879,3.204862,13,0.296796,0.432434,0.337042,1.012735,0.615385,0.384615,0.781599,0.243879,1,1,override,10.7
wh-0089,2025-09-12T08:15:00+05:30,train,1,4.348783,212.971,49.188,58.467,9.279,4.386,0.182256,8.25,4,1,54.782,2.941988,5.594,0.602867,2.941988,14,0.293016,0.36644,0.325068,0.996226,0.642857,0.428571,2.149973,0.730789,1,0,partial,2.488
