station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,alti,mslp,vsby,gust,wxcodes,metar
VAAH,2025-02-02 11:00,72.6346,23.0772,55.00,71.60,39.20,30.77,10.00,5.00,30.00,,1.86,,FU,VAAH 020530Z 01005KT 3000 FU NSC 22/04 Q1016 NOSIG
VAAH,2025-02-02 11:30,72.6346,23.0772,55.00,73.40,39.20,28.96,10.00,4.00,29.97,,1.86,,FU,VAAH 020600Z 01004KT 3000 FU NSC 23/04 Q1015 BECMG 4000
VAAH,2025-02-02 12:00,72.6346,23.0772,55.00,75.20,37.40,25.40,20.00,4.00,29.97,,2.49,,FU,VAAH 020630Z 02004KT 4000 FU NSC 24/03 Q1015 NOSIG
VAAH,2025-02-02 12:30,72.6346,23.0772,55.00,75.20,39.20,27.26,20.00,7.00,29.94,,2.49,,FU,VAAH 020700Z 02007KT 4000 FU NSC 24/04 Q1014 NOSIG
VAAH,2025-02-02 13:00,72.6346,23.0772,55.00,77.00,37.40,23.93,340.00,3.00,29.94,,2.49,,FU,VAAH 020730Z 34003KT 4000 FU NSC 25/03 Q1014 BECMG 5000
VAAH,2025-02-02 13:30,72.6346,23.0772,55.00,77.00,35.60,22.28,20.00,5.00,29.91,,3.11,,FU,VAAH 020800Z 02005KT 5000 FU NSC 25/02 Q1013 NOSIG
VAAH,2025-02-02 14:00,72.6346,23.0772,55.00,78.80,35.60,21.00,70.00,5.00,29.91,,3.73,,,VAAH 020830Z 07005KT 6000 NSC 26/02 Q1013 NOSIG
VAAH,2025-02-02 14:30,72.6346,23.0772,55.00,78.80,33.80,19.55,20.00,3.00,29.88,,3.73,,,VAAH 020900Z 02003KT 6000 NSC 26/01 Q1012 NOSIG
VAAH,2025-02-02 15:00,72.6346,23.0772,55.00,78.80,33.80,19.55,330.00,4.00,29.88,,3.73,,,VAAH 020930Z 33004KT 6000 NSC 26/01 Q1012 NOSIG
VAAH,2025-02-02 15:30,72.6346,23.0772,55.00,78.80,33.80,19.55,300.00,4.00,29.85,,3.73,,,VAAH 021000Z 30004KT 6000 NSC 26/01 Q1011 NOSIG
VAAH,2025-02-02 16:00,72.6346,23.0772,55.00,78.80,32.00,18.18,360.00,4.00,29.85,,3.73,,,VAAH 021030Z 36004KT 6000 NSC 26/00 Q1011 BECMG 5000
VAAH,2025-02-02 16:30,72.6346,23.0772,55.00,80.60,35.60,19.79,290.00,3.00,29.85,,3.11,,FU,VAAH 021100Z 29003KT 5000 FU NSC 27/02 Q1011 NOSIG
VAAH,2025-02-02 17:00,72.6346,23.0772,55.00,80.60,33.80,18.42,320.00,3.00,29.85,,3.11,,FU,VAAH 021130Z 32003KT 5000 FU NSC 27/01 Q1011 NOSIG
VAAH,2025-02-02 17:30,72.6346,23.0772,55.00,80.60,32.00,17.14,10.00,3.00,29.85,,3.11,,FU,VAAH 021200Z 01003KT 5000 FU FEW080 27/00 Q1011 NOSIG
VAAH,2025-02-02 18:00,72.6346,23.0772,55.00,78.80,33.80,19.55,30.00,3.00,29.85,,3.11,,FU,VAAH 021230Z 03003KT 5000 FU FEW020 BKN070 26/01 Q1011 BECMG 4000 FU
VAAH,2025-02-02 18:30,72.6346,23.0772,55.00,78.80,33.80,19.55,50.00,3.00,29.85,,2.49,,FU,VAAH 021300Z 05003KT 4000 FU FEW020 BKN070 26/01 Q1011 NOSIG
VAAH,2025-02-02 19:00,72.6346,23.0772,55.00,77.00,37.40,23.93,70.00,3.00,29.85,,2.49,,FU,VAAH 021330Z 07003KT 4000 FU FEW020 BKN070 25/03 Q1011 NOSIG
VAAH,2025-02-02 19:30,72.6346,23.0772,55.00,77.00,37.40,23.93,0.00,0.00,29.88,,2.49,,FU,VAAH 021400Z 00000KT 4000 FU FEW020 BKN070 25/03 Q1012 NOSIG
VAAH,2025-02-02 20:00,72.6346,23.0772,55.00,75.20,41.00,29.23,0.00,0.00,29.88,,2.49,,FU,VAAH 021430Z 00000KT 4000 FU FEW020 BKN070 24/05 Q1012 NOSIG
VAAH,2025-02-02 20:30,72.6346,23.0772,55.00,75.20,39.20,27.26,340.00,3.00,29.88,,2.49,,FU,VAAH 021500Z 34003KT 4000 FU FEW020 BKN070 24/04 Q1012 NOSIG
VAAH,2025-02-02 21:00,72.6346,23.0772,55.00,73.40,41.00,31.05,0.00,0.00,29.91,,2.49,,FU,VAAH 021530Z 00000KT 4000 FU FEW020 BKN070 23/05 Q1013 NOSIG
VAAH,2025-02-02 21:30,72.6346,23.0772,55.00,73.40,41.00,31.05,0.00,0.00,29.91,,2.49,,FU,VAAH 021600Z 00000KT 4000 FU FEW020 BKN070 23/05 Q1013 NOSIG
VAAH,2025-02-02 22:00,72.6346,23.0772,55.00,71.60,42.80,35.37,0.00,0.00,29.91,,2.49,,FU,VAAH 021630Z 00000KT 4000 FU FEW020 BKN070 22/06 Q1013 NOSIG
VAAH,2025-02-02 22:30,72.6346,23.0772,55.00,73.40,42.80,33.29,0.00,0.00,29.91,,2.49,,FU,VAAH 021700Z 00000KT 4000 FU BKN070 23/06 Q1013 NOSIG
VAAH,2025-02-02 23:00,72.6346,23.0772,55.00,73.40,42.80,33.29,0.00,0.00,29.91,,2.49,,FU,VAAH 021730Z 00000KT 4000 FU BKN070 23/06 Q1013 NOSIG
VAAH,2025-02-02 23:30,72.6346,23.0772,55.00,69.80,50.00,49.37,0.00,0.00,29.88,,2.49,,FU,VAAH 021800Z 00000KT 4000 FU BKN070 21/10 Q1012 NOSIG
VAAH,2025-02-03 00:00,72.6346,23.0772,55.00,68.00,48.20,49.10,0.00,0.00,29.88,,2.49,,FU,VAAH 021830Z 00000KT 4000 FU BKN070 20/09 Q1012 NOSIG
VAAH,2025-02-03 00:30,72.6346,23.0772,55.00,69.80,44.60,40.29,0.00,0.00,29.88,,2.49,,FU,VAAH 021900Z 00000KT 4000 FU BKN070 21/07 Q1012 NOSIG
VAAH,2025-02-03 01:00,72.6346,23.0772,55.00,66.20,50.00,55.88,0.00,0.00,29.88,,2.49,,FU,VAAH 021930Z 00000KT 4000 FU BKN070 19/10 Q1012 NOSIG
VAAH,2025-02-03 01:30,72.6346,23.0772,55.00,64.40,50.00,59.50,0.00,0.00,29.88,,2.49,,FU,VAAH 022000Z 00000KT 4000 FU BKN070 18/10 Q1012 NOSIG
VAAH,2025-02-03 02:00,72.6346,23.0772,55.00,64.40,48.20,55.63,0.00,0.00,29.85,,2.49,,FU,VAAH 022030Z 00000KT 4000 FU SCT070 18/09 Q1011 NOSIG
VAAH,2025-02-03 02:30,72.6346,23.0772,55.00,64.40,46.40,51.98,0.00,0.00,29.85,,2.49,,FU,VAAH 022100Z 00000KT 4000 FU BKN070 18/08 Q1011 NOSIG
VAAH,2025-02-03 03:00,72.6346,23.0772,55.00,66.20,44.60,45.60,10.00,3.00,29.85,,2.49,,FU,VAAH 022130Z 01003KT 4000 FU BKN070 19/07 Q1011 NOSIG
VAAH,2025-02-03 03:30,72.6346,23.0772,55.00,64.40,48.20,55.63,20.00,3.00,29.85,,2.49,,FU,VAAH 022200Z 02003KT 4000 FU BKN070 18/09 Q1011 NOSIG
VAAH,2025-02-03 04:00,72.6346,23.0772,55.00,66.20,48.20,52.25,10.00,3.00,29.85,,2.49,,FU,VAAH 022230Z 01003KT 4000 FU BKN070 19/09 Q1011 NOSIG
VAAH,2025-02-03 04:30,72.6346,23.0772,55.00,66.20,48.20,52.25,10.00,3.00,29.85,,2.49,,FU,VAAH 022300Z 01003KT 4000 FU BKN070 19/09 Q1011 NOSIG
VAAH,2025-02-03 05:00,72.6346,23.0772,55.00,66.20,46.40,48.83,0.00,0.00,29.85,,2.49,,FU,VAAH 022330Z 00000KT 4000 FU BKN070 19/08 Q1011 NOSIG
VAAH,2025-02-03 05:30,72.6346,23.0772,55.00,66.20,48.20,52.25,0.00,0.00,29.85,,2.49,,FU,VAAH 030000Z 00000KT 4000 FU BKN070 19/09 Q1011 NOSIG
VAAH,2025-02-03 06:00,72.6346,23.0772,55.00,64.40,48.20,55.63,10.00,3.00,29.85,,2.49,,FU,VAAH 030030Z 01003KT 4000 FU BKN070 18/09 Q1011 NOSIG
VAAH,2025-02-03 06:30,72.6346,23.0772,55.00,64.40,48.20,55.63,0.00,0.00,29.85,,2.49,,FU,VAAH 030100Z 00000KT 4000 FU BKN070 18/09 Q1011 NOSIG
VAAH,2025-02-03 07:00,72.6346,23.0772,55.00,66.20,48.20,52.25,30.00,3.00,29.85,,2.49,,FU,VAAH 030130Z 03003KT 4000 FU BKN070 19/09 Q1011 TEMPO 3000
VAAH,2025-02-03 07:30,72.6346,23.0772,55.00,64.40,46.40,51.98,340.00,3.00,29.88,,1.86,,FU,VAAH 030200Z 34003KT 3000 FU BKN070 18/08 Q1012 NOSIG
VAAH,2025-02-03 08:00,72.6346,23.0772,55.00,66.20,46.40,48.83,10.00,3.00,29.88,,1.86,,FU,VAAH 030230Z 01003KT 3000 FU BKN070 19/08 Q1012 NOSIG
VAAH,2025-02-03 08:30,72.6346,23.0772,55.00,66.20,48.20,52.25,350.00,4.00,29.91,,1.86,,FU,VAAH 030300Z 35004KT 3000 FU FEW020 BKN070 19/09 Q1013 NOSIG
VAAH,2025-02-03 09:00,72.6346,23.0772,55.00,66.20,50.00,55.88,320.00,2.00,29.91,,1.86,,FU,VAAH 030330Z 32002KT 3000 FU FEW020 BKN070 19/10 Q1013 NOSIG
VAAH,2025-02-03 09:30,72.6346,23.0772,55.00,66.20,50.00,55.88,340.00,2.00,29.94,,1.86,,FU,VAAH 030400Z 34002KT 3000 FU SCT020 SCT080 19/10 Q1014 NOSIG
VAAH,2025-02-03 10:00,72.6346,23.0772,55.00,68.00,50.00,52.51,10.00,4.00,29.94,,1.86,,FU,VAAH 030430Z 01004KT 3000 FU SCT020 SCT080 20/10 Q1014 BECMG 4000
VAAH,2025-02-03 10:30,72.6346,23.0772,55.00,69.80,50.00,49.37,30.00,3.00,29.94,,2.49,,FU,VAAH 030500Z 03003KT 4000 FU FEW020 SCT080 21/10 Q1014 NOSIG
VAAH,2025-02-03 11:00,72.6346,23.0772,55.00,73.40,48.20,40.85,0.00,0.00,29.94,,2.49,,FU,VAAH 030530Z 00000KT 4000 FU FEW020 SCT080 23/09 Q1014 NOSIG
VAAH,2025-02-03 11:30,72.6346,23.0772,55.00,75.20,48.20,38.46,50.00,3.00,29.94,,2.49,,FU,VAAH 030600Z 05003KT 4000 FU SCT080 24/09 Q1014 NOSIG
VAAH,2025-02-03 12:00,72.6346,23.0772,55.00,75.20,50.00,41.14,90.00,2.00,29.91,,2.49,,FU,VAAH 030630Z 09002KT 4000 FU SCT080 24/10 Q1013 NOSIG
VAAH,2025-02-03 12:30,72.6346,23.0772,55.00,77.00,50.00,38.74,40.00,2.00,29.91,,2.49,,FU,VAAH 030700Z 04002KT 4000 FU SCT080 25/10 Q1013 NOSIG
VAAH,2025-02-03 13:00,72.6346,23.0772,55.00,78.80,46.40,31.90,,3.00,29.88,,2.49,,FU,VAAH 030730Z VRB03KT 4000 FU SCT080 26/08 Q1012 BECMG 5000
VAAH,2025-02-03 13:30,72.6346,23.0772,55.00,80.60,44.60,28.08,240.00,5.00,29.85,,3.11,,FU,VAAH 030800Z 24005KT 5000 FU SCT080 27/07 Q1011 NOSIG
VAAH,2025-02-03 14:00,72.6346,23.0772,55.00,80.60,44.60,28.08,,3.00,29.85,,3.11,,FU,VAAH 030830Z VRB03KT 5000 FU FEW080 27/07 Q1011 NOSIG
VAAH,2025-02-03 14:30,72.6346,23.0772,55.00,82.40,41.00,23.07,250.00,6.00,29.85,,3.11,,FU,VAAH 030900Z 25006KT 5000 FU FEW020 SCT070 28/05 Q1011 NOSIG
VAAH,2025-02-03 15:00,72.6346,23.0772,55.00,82.40,42.80,24.72,250.00,6.00,29.83,,3.11,,FU,VAAH 030930Z 25006KT 5000 FU FEW020 SCT070 28/06 Q1010 NOSIG
VAAH,2025-02-03 15:30,72.6346,23.0772,55.00,82.40,42.80,24.72,250.00,9.00,29.83,,3.11,,FU,VAAH 031000Z 25009KT 5000 FU SCT020 BKN070 28/06 Q1010 NOSIG
VAAH,2025-02-03 16:00,72.6346,23.0772,55.00,82.40,44.60,26.49,250.00,6.00,29.83,,3.11,,FU,VAAH 031030Z 25006KT 5000 FU SCT020 BKN070 28/07 Q1010 NOSIG
VAAH,2025-02-03 16:30,72.6346,23.0772,55.00,82.40,44.60,26.49,280.00,4.00,29.83,,3.11,,FU,VAAH 031100Z 28004KT 5000 FU SCT020 BKN070 28/07 Q1010 NOSIG
VAAH,2025-02-03 17:00,72.6346,23.0772,55.00,80.60,46.40,30.07,280.00,4.00,29.85,,3.11,,FU,VAAH 031130Z 28004KT 5000 FU SCT020 BKN070 27/08 Q1011 BECMG 4000 FU
VAAH,2025-02-03 17:30,72.6346,23.0772,55.00,80.60,46.40,30.07,270.00,5.00,29.85,,2.49,,FU,VAAH 031200Z 27005KT 4000 FU SCT020 BKN070 27/08 Q1011 NOSIG
VAAH,2025-02-03 18:00,72.6346,23.0772,55.00,80.60,42.80,26.22,250.00,5.00,29.85,,2.49,,FU,VAAH 031230Z 25005KT 4000 FU FEW020 SCT070 27/06 Q1011 NOSIG
VAAH,2025-02-03 18:30,72.6346,23.0772,55.00,78.80,46.40,31.90,270.00,4.00,29.85,,2.49,,FU,VAAH 031300Z 27004KT 4000 FU SCT020 BKN070 26/08 Q1011 NOSIG
VAAH,2025-02-03 19:00,72.6346,23.0772,55.00,78.80,46.40,31.90,280.00,4.00,29.85,,2.49,,FU,VAAH 031330Z 28004KT 4000 FU SCT020 BKN070 26/08 Q1011 NOSIG
VAAH,2025-02-03 19:30,72.6346,23.0772,55.00,77.00,46.40,33.85,300.00,4.00,29.88,,2.49,,FU,VAAH 031400Z 30004KT 4000 FU SCT020 BKN070 25/08 Q1012 NOSIG
VAAH,2025-02-03 20:00,72.6346,23.0772,55.00,75.20,48.20,38.46,300.00,4.00,29.88,,2.49,,FU,VAAH 031430Z 30004KT 4000 FU SCT020 24/09 Q1012 NOSIG
VAAH,2025-02-03 20:30,72.6346,23.0772,55.00,75.20,50.00,41.14,320.00,4.00,29.91,,2.49,,FU,VAAH 031500Z 32004KT 4000 FU FEW020 SCT080 24/10 Q1013 NOSIG
VAAH,2025-02-03 21:00,72.6346,23.0772,55.00,73.40,50.00,43.69,330.00,3.00,29.91,,2.49,,FU,VAAH 031530Z 33003KT 4000 FU FEW020 SCT080 23/10 Q1013 NOSIG
VAAH,2025-02-03 21:30,72.6346,23.0772,55.00,73.40,50.00,43.69,320.00,4.00,29.91,,2.49,,FU,VAAH 031600Z 32004KT 4000 FU FEW020 SCT080 23/10 Q1013 NOSIG
VAAH,2025-02-03 22:00,72.6346,23.0772,55.00,71.60,50.00,46.43,300.00,3.00,29.91,,2.49,,FU,VAAH 031630Z 30003KT 4000 FU FEW020 SCT080 22/10 Q1013 NOSIG
VAAH,2025-02-03 22:30,72.6346,23.0772,55.00,71.60,50.00,46.43,320.00,3.00,29.91,,2.49,,FU,VAAH 031700Z 32003KT 4000 FU FEW020 SCT080 22/10 Q1013 NOSIG
VAAH,2025-02-03 23:00,72.6346,23.0772,55.00,69.80,51.80,52.77,300.00,3.00,29.91,,2.49,,FU,VAAH 031730Z 30003KT 4000 FU FEW020 SCT080 21/11 Q1013 NOSIG
VAAH,2025-02-03 23:30,72.6346,23.0772,55.00,69.80,51.80,52.77,290.00,3.00,29.91,,1.86,,FU,VAAH 031800Z 29003KT 3000 FU FEW020 SCT080 21/11 Q1013 NOSIG
VAAH,2025-02-04 00:00,72.6346,23.0772,55.00,69.80,51.80,52.77,330.00,3.00,29.91,,1.55,,FU,VAAH 031830Z 33003KT 2500 FU FEW020 SCT080 21/11 Q1013 NOSIG
VAAH,2025-02-04 00:30,72.6346,23.0772,55.00,68.00,51.80,56.13,300.00,2.00,29.91,,1.55,,FU,VAAH 031900Z 30002KT 2500 FU BKN080 20/11 Q1013 NOSIG
VAAH,2025-02-04 01:00,72.6346,23.0772,55.00,68.00,51.80,56.13,0.00,0.00,29.91,,1.55,,FU,VAAH 031930Z 00000KT 2500 FU BKN080 20/11 Q1013 NOSIG
VAAH,2025-02-04 01:30,72.6346,23.0772,55.00,66.20,53.60,63.82,0.00,0.00,29.91,,1.55,,FU,VAAH 032000Z 00000KT 2500 FU BKN080 19/12 Q1013 NOSIG
VAAH,2025-02-04 02:00,72.6346,23.0772,55.00,66.20,53.60,63.82,0.00,0.00,29.88,,1.24,,HZ,VAAH 032030Z 00000KT 2000 HZ BKN080 19/12 Q1012 NOSIG
VAAH,2025-02-04 02:30,72.6346,23.0772,55.00,66.20,55.40,68.15,0.00,0.00,29.88,,1.24,,HZ,VAAH 032100Z 00000KT 2000 HZ BKN080 19/13 Q1012 NOSIG
VAAH,2025-02-04 03:00,72.6346,23.0772,55.00,66.20,51.80,59.74,0.00,0.00,29.88,,1.24,,HZ,VAAH 032130Z 00000KT 2000 HZ SCT080 19/11 Q1012 NOSIG
VAAH,2025-02-04 03:30,72.6346,23.0772,55.00,64.40,51.80,63.60,280.00,3.00,29.88,,1.24,,HZ,VAAH 032200Z 28003KT 2000 HZ SCT080 18/11 Q1012 NOSIG
VAAH,2025-02-04 04:00,72.6346,23.0772,55.00,64.40,51.80,63.60,0.00,0.00,29.88,,1.24,,HZ,VAAH 032230Z 00000KT 2000 HZ SCT080 18/11 Q1012 NOSIG
VAAH,2025-02-04 04:30,72.6346,23.0772,55.00,64.40,51.80,63.60,0.00,0.00,29.88,,1.24,,HZ,VAAH 032300Z 00000KT 2000 HZ FEW080 18/11 Q1012 NOSIG
VAAH,2025-02-04 05:00,72.6346,23.0772,55.00,64.40,51.80,63.60,290.00,2.00,29.88,,1.24,,HZ,VAAH 032330Z 29002KT 2000 HZ FEW080 18/11 Q1012 NOSIG
VAAH,2025-02-04 05:30,72.6346,23.0772,55.00,64.40,50.00,59.50,290.00,3.00,29.88,,1.24,,HZ,VAAH 040000Z 29003KT 2000 HZ FEW080 18/10 Q1012 TEMPO 3000 HZ
VAAH,2025-02-04 06:00,72.6346,23.0772,55.00,64.40,50.00,59.50,320.00,3.00,29.91,,1.86,,HZ,VAAH 040030Z 32003KT 3000 HZ FEW080 18/10 Q1013 NOSIG
VAAH,2025-02-04 06:30,72.6346,23.0772,55.00,62.60,48.20,59.26,330.00,3.00,29.91,,1.86,,HZ,VAAH 040100Z 33003KT 3000 HZ FEW080 17/09 Q1013 NOSIG
VAAH,2025-02-04 07:00,72.6346,23.0772,55.00,62.60,46.40,55.37,310.00,3.00,29.94,,1.86,,HZ,VAAH 040130Z 31003KT 3000 HZ FEW080 17/08 Q1014 TEMPO 2000 HZ
VAAH,2025-02-04 07:30,72.6346,23.0772,55.00,62.60,41.00,45.04,310.00,3.00,29.94,,1.55,,HZ,VAAH 040200Z 31003KT 2500 HZ FEW080 17/05 Q1014 TEMPO 2000 HZ
VAAH,2025-02-04 08:00,72.6346,23.0772,55.00,62.60,46.40,55.37,310.00,3.00,29.94,,1.55,,HZ,VAAH 040230Z 31003KT 2500 HZ FEW080 17/08 Q1014 TEMPO 2000 HZ
VAAH,2025-02-04 08:30,72.6346,23.0772,55.00,64.40,46.40,51.98,310.00,3.00,29.97,,1.55,,HZ,VAAH 040300Z 31003KT 2500 HZ NSC 18/08 Q1015 NOSIG
VAAH,2025-02-04 09:00,72.6346,23.0772,55.00,66.20,46.40,48.83,310.00,3.00,29.97,,1.55,,FU,VAAH 040330Z 31003KT 2500 FU FEW020 SCT070 19/08 Q1015 NOSIG
VAAH,2025-02-04 09:30,72.6346,23.0772,55.00,68.00,46.40,45.88,310.00,3.00,29.97,,1.55,,FU,VAAH 040400Z 31003KT 2500 FU FEW020 SCT070 20/08 Q1015 NOSIG
VAAH,2025-02-04 10:00,72.6346,23.0772,55.00,69.80,46.40,43.13,310.00,3.00,30.00,,1.55,,FU,VAAH 040430Z 31003KT 2500 FU FEW020 SCT070 21/08 Q1016 NOSIG
VAAH,2025-02-04 10:30,72.6346,23.0772,55.00,73.40,46.40,38.18,310.00,5.00,30.00,,1.55,,FU,VAAH 040500Z 31005KT 2500 FU FEW020 SCT070 23/08 Q1016 NOSIG
VAAH,2025-02-04 11:00,72.6346,23.0772,55.00,75.20,44.60,33.57,300.00,5.00,30.00,,1.55,,FU,VAAH 040530Z 30005KT 2500 FU FEW020 SCT070 24/07 Q1016 BECMG 3000 FU
VAAH,2025-02-04 11:30,72.6346,23.0772,55.00,78.80,39.20,24.19,300.00,9.00,29.97,,1.86,,FU,VAAH 040600Z 30009KT 3000 FU FEW070 26/04 Q1015 BECMG 4000 FU
VAAH,2025-02-04 12:00,72.6346,23.0772,55.00,78.80,39.20,24.19,280.00,8.00,29.97,,2.49,,FU,VAAH 040630Z 28008KT 4000 FU FEW070 26/04 Q1015 NOSIG
VAAH,2025-02-04 12:30,72.6346,23.0772,55.00,78.80,37.40,22.54,290.00,10.00,29.97,,2.49,,FU,VAAH 040700Z 29010KT 4000 FU NSC 26/03 Q1015 NOSIG
VAAH,2025-02-04 13:00,72.6346,23.0772,55.00,80.60,39.20,22.81,290.00,10.00,29.94,,2.49,,FU,VAAH 040730Z 29010KT 4000 FU NSC 27/04 Q1014 NOSIG
VAAH,2025-02-04 13:30,72.6346,23.0772,55.00,80.60,39.20,22.81,290.00,8.00,29.94,,2.49,,FU,VAAH 040800Z 29008KT 4000 FU NSC 27/04 Q1014 BECMG 5000 FU
VAAH,2025-02-04 14:00,72.6346,23.0772,55.00,80.60,37.40,21.25,300.00,8.00,29.91,,3.11,,FU,VAAH 040830Z 30008KT 5000 FU NSC 27/03 Q1013 NOSIG
VAAH,2025-02-04 14:30,72.6346,23.0772,55.00,80.60,35.60,19.79,300.00,8.00,29.91,,3.11,,FU,VAAH 040900Z 30008KT 5000 FU FEW080 27/02 Q1013 NOSIG
VAAH,2025-02-04 15:00,72.6346,23.0772,55.00,80.60,35.60,19.79,290.00,9.00,29.91,,3.11,,FU,VAAH 040930Z 29009KT 5000 FU FEW080 27/02 Q1013 NOSIG
VAAH,2025-02-04 15:30,72.6346,23.0772,55.00,80.60,35.60,19.79,270.00,6.00,29.88,,3.11,,FU,VAAH 041000Z 27006KT 5000 FU FEW080 27/02 Q1012 NOSIG
VAAH,2025-02-04 16:00,72.6346,23.0772,55.00,80.60,35.60,19.79,290.00,6.00,29.88,,3.11,,FU,VAAH 041030Z 29006KT 5000 FU FEW080 27/02 Q1012 NOSIG
VAAH,2025-02-04 16:30,72.6346,23.0772,55.00,80.60,37.40,21.25,270.00,6.00,29.88,,3.11,,FU,VAAH 041100Z 27006KT 5000 FU FEW080 27/03 Q1012 NOSIG
VAAH,2025-02-04 17:00,72.6346,23.0772,55.00,78.80,37.40,22.54,280.00,8.00,29.88,,3.11,,FU,VAAH 041130Z 28008KT 5000 FU NSC 26/03 Q1012 NOSIG
VAAH,2025-02-04 17:30,72.6346,23.0772,55.00,77.00,37.40,23.93,290.00,5.00,29.88,,3.11,,FU,COR VAAH 041200Z 29005KT 5000 FU NSC 25/03 Q1012 BECMG 4000
VAAH,2025-02-04 18:00,72.6346,23.0772,55.00,77.00,39.20,25.67,300.00,4.00,29.91,,2.49,,FU,VAAH 041230Z 30004KT 4000 FU NSC 25/04 Q1013 NOSIG
VAAH,2025-02-04 18:30,72.6346,23.0772,55.00,75.20,39.20,27.26,280.00,4.00,29.91,,2.49,,FU,VAAH 041300Z 28004KT 4000 FU NSC 24/04 Q1013 NOSIG
VAAH,2025-02-04 19:00,72.6346,23.0772,55.00,73.40,39.20,28.96,300.00,4.00,29.91,,2.49,,FU,VAAH 041330Z 30004KT 4000 FU NSC 23/04 Q1013 NOSIG
VAAH,2025-02-04 19:30,72.6346,23.0772,55.00,73.40,39.20,28.96,290.00,3.00,29.91,,2.49,,FU,VAAH 041400Z 29003KT 4000 FU NSC 23/04 Q1013 NOSIG
VAAH,2025-02-04 20:00,72.6346,23.0772,55.00,71.60,39.20,30.77,290.00,3.00,29.94,,2.49,,FU,VAAH 041430Z 29003KT 4000 FU NSC 22/04 Q1014 NOSIG
VAAH,2025-02-04 20:30,72.6346,23.0772,55.00,71.60,41.00,33.00,280.00,4.00,29.94,,2.49,,FU,VAAH 041500Z 28004KT 4000 FU NSC 22/05 Q1014 NOSIG
VAAH,2025-02-04 21:00,72.6346,23.0772,55.00,69.80,39.20,32.72,290.00,4.00,29.94,,2.49,,FU,VAAH 041530Z 29004KT 4000 FU NSC 21/04 Q1014 NOSIG
VAAH,2025-02-04 21:30,72.6346,23.0772,55.00,71.60,35.60,26.71,270.00,4.00,29.97,,2.49,,FU,VAAH 041600Z 27004KT 4000 FU NSC 22/02 Q1015 NOSIG
VAAH,2025-02-04 22:00,72.6346,23.0772,55.00,69.80,35.60,28.39,260.00,4.00,29.97,,2.49,,FU,VAAH 041630Z 26004KT 4000 FU NSC 21/02 Q1015 NOSIG
VAAH,2025-02-04 22:30,72.6346,23.0772,55.00,69.80,35.60,28.39,280.00,2.00,29.97,,2.49,,FU,VAAH 041700Z 28002KT 4000 FU NSC 21/02 Q1015 NOSIG
VAAH,2025-02-04 23:00,72.6346,23.0772,55.00,68.00,35.60,30.20,,2.00,29.97,,2.49,,FU,VAAH 041730Z VRB02KT 4000 FU NSC 20/02 Q1015 NOSIG
VAAH,2025-02-04 23:30,72.6346,23.0772,55.00,66.20,37.40,34.51,360.00,4.00,29.97,,2.49,,FU,VAAH 041800Z 36004KT 4000 FU NSC 19/03 Q1015 NOSIG
VAAH,2025-02-05 00:00,72.6346,23.0772,55.00,66.20,37.40,34.51,360.00,4.00,29.97,,2.49,,FU,VAAH 041830Z 36004KT 4000 FU NSC 19/03 Q1015 NOSIG
VAAH,2025-02-05 00:30,72.6346,23.0772,55.00,64.40,37.40,36.74,350.00,2.00,29.94,,2.49,,FU,VAAH 041900Z 35002KT 4000 FU NSC 18/03 Q1014 NOSIG
VAAH,2025-02-05 01:00,72.6346,23.0772,55.00,62.60,39.20,42.00,10.00,2.00,29.94,,2.49,,FU,VAAH 041930Z 01002KT 4000 FU NSC 17/04 Q1014 NOSIG
VAAH,2025-02-05 01:30,72.6346,23.0772,55.00,62.60,37.40,39.14,360.00,4.00,29.94,,2.49,,FU,VAAH 042000Z 36004KT 4000 FU NSC 17/03 Q1014 NOSIG
VAAH,2025-02-05 02:00,72.6346,23.0772,55.00,60.80,41.00,48.00,320.00,2.00,29.94,,2.49,,FU,VAAH 042030Z 32002KT 4000 FU NSC 16/05 Q1014 NOSIG
VAAH,2025-02-05 02:30,72.6346,23.0772,55.00,59.00,41.00,51.18,360.00,4.00,29.94,,2.49,,FU,VAAH 042100Z 36004KT 4000 FU NSC 15/05 Q1014 NOSIG
VAAH,2025-02-05 03:00,72.6346,23.0772,55.00,59.00,37.40,44.47,20.00,3.00,29.94,,1.86,,FU,VAAH 042130Z 02003KT 3000 FU NSC 15/03 Q1014 NOSIG
VAAH,2025-02-05 03:30,72.6346,23.0772,55.00,57.20,41.00,54.60,10.00,2.00,29.91,,1.86,,FU,VAAH 042200Z 01002KT 3000 FU NSC 14/05 Q1013 NOSIG
VAAH,2025-02-05 04:00,72.6346,23.0772,55.00,57.20,44.60,62.69,350.00,3.00,29.91,,1.86,,FU,VAAH 042230Z 35003KT 3000 FU NSC 14/07 Q1013 NOSIG
VAAH,2025-02-05 04:30,72.6346,23.0772,55.00,55.40,44.60,66.91,0.00,0.00,29.91,,1.86,,HZ,VAAH 042300Z 00000KT 3000 HZ NSC 13/07 Q1013 NOSIG
VAAH,2025-02-05 05:00,72.6346,23.0772,55.00,57.20,44.60,62.69,340.00,3.00,29.91,,1.86,,HZ,VAAH 042330Z 34003KT 3000 HZ NSC 14/07 Q1013 NOSIG
